Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Broadcom,RBI Layout Ladies play ground Park,B110,JP nagar,,,B-80,12.890676,77.578,,,,,,,,
Broadcom,RBI Layout Ladies play ground Park,B110,JPNagar,,,B-77,12.890443,77.57762,,,,,,,,
Broadcom,RBI Layout Ladies play ground Park,B110,JP nagar,,,B-73,12.890202,77.57796,,,,,,,,
Broadcom,Royal Lake Front park,B104,Bommanahalli zone,,,B-16,12.870003,77.5772,,,,,,,,
Broadcom,Royal Lake Front park,B104,Bommanahalli zone,,,B-18,12.870122,77.576974,,,,,,,,
Broadcom,Royal Lake Front park,M104,Bommanahalli zone,,,11.4,12.870261,77.577102,,,,,,,,
Broadcom,Royal Lake Front park,M104,Bommanahalli zone,,,B-21,12.870409,77.577424,,,,,,,,
Broadcom,Royal Lake Front park,M104,Bommanahalli zome,,,B-27,12.869974,77.577147,,,,,,,,
Broadcom,Royal Lake Front park,M104,Bommanahalli zone,,,B-29,12.870006,77.577115,,,,,,,,
Mphasis,Tungabhadra Park,7,South zone,,,PW-73,12.91475,77.647265,,,,,,,,
Mphasis,Tungabhadra Park,7,South zone,,,PW-74,12.914575,77.647134,,,,,,,,
Mphasis,Tungabhadra Park,7,South zone,,,PW-75,12.914769,77.646912,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"L"""" Part Park""",M150,South Zone,,,B-734,12.922737,77.580698,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"L"""" Part Park""",M150,South Zone,,,B-732,12.923291,77.580375,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"L"""" Part Park""",M150,South Zone,,,B-370,12.923035,77.580636,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"L"""" Part Park""",M150,South Zone,,,B-729,12.922186,77.580693,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"M"""" Part Park""",M149,South Zone,,,M-520,12.921594,77.580755,,,,,,,,
Mphasis,"""Laxman Rao Boulevard """"M"""" Part Park""",M149,South Zone,,,M-519,12.921233,77.580684,,,,,,,,
Mphasis,Nandanavana Park,M101,South Zone,,,M-57,12.914515,77.604175,,,,,,,,
Mphasis,Nandanavana Park,M101,South Zone,,,R-21,12.914905,77.603777,,,,,,,,
Mphasis,Nandanavana Park,M101,South Zone,,,M-62,12.91522,77.604447,,,,,,,,
Mphasis,Nandanavana Park,M101,South Zone,,,M-55,12.914748,77.604558,,,,,,,,
Mphasis,Nandhini booth park,M108,BTM layout,,,R-03,12.910503,77.612029,,,,,,,,
Mphasis,Nandhini booth park,M108,BTM layout,,,M-65,12.910347,77.612406,,,,,,,,
Mphasis,Nandhini booth park,M108,BTM layout,,,M-64,12.910369,77.612442,,,,,,,,
Mphasis,Nandhini booth park,M108,BTM layout,,,M-67,12.91025,77.61219,,,,,,,,
Mphasis,Nandhini booth park,M108,BTM layout,,,R-04,12.910354,77.611026,,,,,,,,
Mphasis,Mico Layout Park 2 ( M S Collage),M104,South Zone,,,M-76,12.90783,77.611853,,,,,,,,
Mphasis,Mico Layout Park 2 ( M S Collage),M104,South Zone,,,M-72,12.908299,77.611887,,,,,,,,
Mphasis,Mico Layout Park 2 ( M S Collage),M104,South Zone,,,M-71,12.908463,77.612067,,,,,,,,
ExxonMobil,Munneshwara Park,Ex101,JP Nagar,,,R-49,12.908992,77.594993,,,,,,,,
ExxonMobil,Munneshwara Park,Ex101,JP Nagar,,,R-52,12.90892,77.594408,,,,,,,,
ExxonMobil,Munneshwara Park,Ex101,JP Nagar,,,R-54,12.909332,77.594806,,,,,,,,
ExxonMobil,Munneshwara Park,R-55,JP Nagar,,,R-55,12.909608,77.595072,,,,,,,,
Mphasis,Hopcoms Park J.P Nagar,M114,Bommanahalli zone,,,M-105,12.905102,77.597051,,,,,,,,
Mphasis,Hopcoms Park J.P Nagar,M-114,South Zone,,,M-104,12.905103,77.596934,,,,,,,,
Mphasis,Hopcoms Park J.P Nagar,M-114,South Zone,,,M-103,12.905135,77.596874,,,,,,,,
Mphasis,Hopcoms Park J.P Nagar,M-114,South Zone,,,M-102,12.905199,77.596575,,,,,,,,
Mphasis,Dollars Colony park,M-113,South Zone,,,M-107,12.903008,77.596272,,,,,,,,
Mphasis,Kiru Vruksha Vana park,M-115,South Zone,,,M-97,12.90524,77.593852,,,,,,,,
Mphasis,Dhanvantari Park,M151,Bommanahalli zone,,,M-509,12.908821,77.587587,,,,,,,,
Mphasis,Dhanvantari Park,M151,Bommanahalli zone,,,M-512,12.909014,77.588346,,,,,,,,
Mphasis,Dhanvantari Park,M151,Bommanahalli zone,,,M-510,12.909583,77.587955,,,,,,,,
Broadcom,RBI layout Ladies playground,B110,JP Nagar,,,B-81,12.890812,77.578054,,,,,,,,
Broadcom,RBI layout Ladies playground,B110,JP Nagar,,,B-79,12.890627,77.577652,,,,,,,,
Broadcom,RBI layout Ladies playground,B110,JP Nagar,,,B-75,12.890115,77.577653,,,,,,,,
Broadcom,RBI layout Ladies playground,B110,JP Nagar,,,B-72,12.890132,77.57813,,,,,,,,
Mphasis,Royal lake front park,B-104,Bommanahalli zone,,,B-17,12.870024,77.577075,,,,,,,,
Broadcom,Royal lake front park,B-19,Bommanahalli zone,,,B-19,12.870284,77.577129,,,,,,,,
Broadcom,Royal lake front park,B104,Bommanahalli zone,,,B-26,12.870319,77.577068,,,,,,,,
Broadcom,Royal lake front park,B104,Bommanahalli zone,,,B-25,12.87004,77.57731,,,,,,,,
Broadcom,Royal lake front park,B104,Bommanahalli zone,,,B-28,12.869991,77.577053,,,,,,,,
Broadcom,Royal lake front park,B104,Bommanahalli zone,,,B-22,12.870632,77.577402,,,,,,,,
Mphasis,Tungabhadra park,7,South Zone,,,Pw-71,12.914627,77.647302,,,,,,,,
Mphasis,Tungabhadra park,7,South Zone,,,Pw-78,12.914612,77.647364,,,,,,,,
Mphasis,Tungabhadra park,7,South Zone,,,PW -77,12.914648,77.647289,,,,,,,,
Mphasis,Tungabhadra park,7,South Zone,,,PW -72,12.914575,77.647106,,,,,,,,
Mphasis,Tungabhadra park,7,South Zone,,,PW-76,12.914741,77.646707,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-92,13.0069851,77.5579668,,,,,,,,
,Sangolli rayanna park,269,,,,D-99,13.0076778,77.5578038,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-98,13.0076806,77.557844,,,,,,,,
,Sangolli Rayanna park,269,,,,D-97,13.0074978,77.5581651,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-95,13.0074587,77.5583932,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-96,13.0074596,77.5582599,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-100,13.0075089,77.5581404,,,,,,,,
,Sangolli Rayanna park,269,,,,D-93,13.0070621,77.5581332,,,,,,,,
,Sangolli Rayanna park ,269,,,,D-94,13.0072328,77.5583935,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-81,13.0089977,77.5584189,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-89,13.0089116,77.5586301,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-91,13.0080905,77.5586938,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-82,13.0082186,77.5581528,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-83,13.0083582,77.5580303,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-84,13.0089949,77.5580206,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-85,13.0089687,77.5580445,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-86,13.0089863,77.5580266,,,,,,,,
Deloitte India,Nadaprabhu kempegowda stadium,268,,,,D-87,13.0090142,77.558058,,,,,,,,
Deloitte India,Nadaprabhu Kempegowda stadium ,268,,,,D-88,13.0090886,77.558236,,,,,,,,
Deloitte India,Nadaprabhu Kempegowda stadium ,268,,,,,13.0084587,77.5586328,,,,,,,,
Deloitte India,16th cross park(opp to cricket house) ,271,,,,D-123,13.0068354,77.5628369,,,,,,,,
Deloitte India,16th cross park(opp to cricket house) ,271,,,,,13.0068286,77.5627971,,,,,,,,
Deloitte India,Shankara charya park,270,,,,D-127,13.0016739,77.5632283,,,,,,,,
Deloitte India,Shankara chary park,270,,,,D-124,13.0016355,77.5630691,,,,,,,,
Deloitte India,Gayathri devi park ,264,,,,D-75,12.9981739,77.5565957,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-76,12.9968286,77.5570761,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-77,12.9965724,77.557105,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-78,12.9965605,77.5565669,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-73,12.9973982,77.5557338,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-74,12.9974279,77.5557336,,,,,,,,
Deloitte India,Gayathri devi park ,264,,,,D-80,12.9971064,77.5564192,,,,,,,,
Deloitte India,Gayathri devi park,264,,,,D-79,12.9966701,77.5565069,,,,,,,,
Deloitte India,Navaranga park,265,,,,D-108,12.9972662,77.5534195,,,,,,,,
Deloitte India,Navaranga park ,265,,,,D-106,12.9973185,77.5533762,,,,,,,,
Deloitte India,Navarang park ,265,,,,D-107,12.9973817,77.5532913,,,,,,,,
Deloitte India,Lalithamha ganapathi park,266,,,,D-110,12.9860093,77.5589172,,,,,,,,
Deloitte India,Lalithamba ganapathi park,266,,,,D-109,12.986003,77.5588937,,,,,,,,
Deloitte India,Lalithamba ganapathi park ,266,,,,D-111,12.9860108,77.5589545,,,,,,,,
Deloitte India,Virendra patel park ,261,,,,D-41,13.0065393,77.5820044,,,,,,,,
Deloitte India,Virendra patel park ,261,,,,D-44,13.0065715,77.5820636,,,,,,,,
Deloitte India,Virendra patel park,261,,,,D-42,13.006724,77.5817656,,,,,,,,
Deloitte India,Virendra patel park ,261,,,,D-43,13.006911,77.5820524,,,,,,,,
Deloitte India,P B Srinivas park,260,,,,D-53,13.0057977,77.5823672,,,,,,,,
Deloitte India,P B Srinivas park ,260,,,,D-36,13.0054627,77.5823673,,,,,,,,
Deloitte India,P B Srinivas park,260,,,,D-37,13.0054935,77.5821641,,,,,,,,
Deloitte India,P B Srinivas park ,260,,,,D-38,13.0055686,77.5821382,,,,,,,,
Morgan Stanley,Rto office park ,311,,,,Ms-194,13.0989544,77.5826907,,,,,,,,
Morgan Stanley,"Rto office park 
",311,,,,Ms-196,13.0993665,77.5829506,,,,,,,,
Morgan Stanley,RTO office park ,311,,,,Ms-193,13.0992632,77.582986,,,,,,,,
Morgan Stanley,RTO office park ,311,,,,Ms-192,13.0994551,77.5831835,,,,,,,,
Deloitte India,P B Srinivas park ,260,,,,D-40,13.0060729,77.5819833,,,,,,,,
Broadcom,"Sir M vishveshwaraiah park 
",143,,,,,13.098447,77.5802535,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,,13.0984058,77.5802133,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC - 760,13.0982959,77.5801767,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-762,13.0982604,77.5801308,,,,,,,,
Deloitte India,P B Srinivas park ,260,,,,D-39,13.005678,77.5819075,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-763,13.0978877,77.5796591,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-767,13.0978262,77.5796135,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-766,13.0977404,77.5794914,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-398,13.0976663,77.5793081,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-765,13.0977736,77.5793338,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-393,13.0978878,77.5792282,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-399,13.0979259,77.5791957,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-392,13.0979525,77.5792191,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-400,13.0980188,77.5791707,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-402,13.0980858,77.5791003,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-401,13.0981279,77.5791038,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-403,13.0981861,77.5790871,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-404,13.0982383,77.5790834,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-405,13.0982745,77.5791443,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-376,13.0983389,77.5799639,,,,,,,,
Deloitte India,Vaiyalikaval Ground Park ,262,,,,D-34,13.0049943,77.579695,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-406,13.098358,77.5799534,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-407,13.0983387,77.5799257,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-761,13.0982791,77.5799099,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-409,13.0982714,77.5798557,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-408,13.0983002,77.5798058,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-386,13.0983781,77.5794879,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-387,13.0983386,77.5795352,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-388,13.0982879,77.5794659,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-385,13.0982473,77.5794403,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,"BC-384
",13.0981951,77.5794403,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-383,13.0981039,77.5794385,,,,,,,,
Deloitte India,Vaiyalikaval Ground Park ,262,,,,D-32,13.0052424,77.5792096,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-394,13.0980649,77.5794316,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-391,13.0980554,77.5794031,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-390,13.0980544,77.5794003,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-389,,,,,,,,,,
Broadcom,Sir. M Vishveshwaraiah Park,143,,,,BC-764,13.0980413,77.5794412,,,,,,,,
Deloitte India,Vaiyalikaval Ground Park ,262,,,,D-31,13.0049815,77.5793717,,,,,,,,
Deloitte India,Vaiyalikaval Ground Park,262,,,,,13.005188,77.5793227,,,,,,,,
Deloitte India,Gayathri devi park (Malleshwaram) ,272,,,,D-125,13.0061658,77.5754049,,,,,,,,
Deloitte India,Gayathri devi park (malleshwaram) ,272,,,,D-127,13.0061082,77.5753709,,,,,,,,
Deloitte India,Gayathri devi park (malleshwaram) ,272,,,,D-130,13.0059836,77.5754188,,,,,,,,
Deloitte India,Gokak chaluvali park ,282,,,,D-138,13.0085279,77.571426,,,,,,,,
Deloitte India,Gokak chaluvali park,282,,,,D-137,13.0085413,77.5714535,,,,,,,,
Deloitte India,Gokak chaluvali park,282,,,,D-139,13.0087147,77.5712634,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,,13.0955325,77.5860874,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-164,13.0953954,77.586099,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-163,13.0951343,77.5861137,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-162,13.0951577,77.586126,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,,13.0951345,77.5862487,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-159,13.0951049,77.5862498,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-158,13.0950824,77.5862789,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-157,13.0950255,77.5863214,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-155,13.0944178,77.5864653,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-154,13.0937642,77.5865398,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-150,13.0936838,77.5864273,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-151,13.0936428,77.5863481,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,,13.0936393,77.5862544,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-153,13.0936679,77.5862297,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-156,13.0947021,77.586274,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,MS-160,13.0948082,77.5862707,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,,13.0948798,77.58623,,,,,,,,
Morgan Stanley,Mini Forest Park,310,,,,,13.0949455,77.5861762,,,,,,,,
Deloitte India,Malleshwaram valmiki park,280,,,,D-160,13.0060551,77.5702971,,,,,,,,
Deloitte India,Malleshwaram valmiki park,280,,,,D-159,13.0061592,77.5703519,,,,,,,,
Deloitte India,Malleshwaram valmiki park,280,,,,D-169,13.0059658,77.5699227,,,,,,,,
Deloitte India,New market park,279,,,,D-156,13.002836,77.5700867,,,,,,,,
Deloitte India,New market park,279,,,,D-157,13.0026387,77.5702794,,,,,,,,
Deloitte India,New market park,279,,,,D-158,13.0025781,77.5702814,,,,,,,,
Deloitte India,Elephant park,278,,,,D-152,13.0000232,77.5702233,,,,,,,,
PWC,Abdul Kalam Park,194,,,,PWC-76,13.1066564,77.5760029,,,,,,,,
PWC,Abdul Kalam Park,194,,,,PWC-77,13.1066654,77.5760448,,,,,,,,
PWC,Abdul Kalam Park,194,,,,PWC-74,13.106587,77.5759657,,,,,,,,
PWC,Abdul Kalam Park,194,,,,PWC-75,13.1066427,77.5759236,,,,,,,,
Broadcom,Eshawara Park 2,389,,,,B-696,13.1078994,77.5737499,,,,,,,,
Broadcom,Eshawara Park 2,389,,,,B-695,13.1079319,77.5737275,,,,,,,,
Broadcom,Eshawara Park 2,389,,,,B-694,13.1079716,77.5737181,,,,,,,,
Broadcom,Eshawara Park 2,389,,,,B-693,13.107967,77.5737025,,,,,,,,
Broadcom,Eshawara Park 1,388,,,,B-697,13.1078453,77.5739747,,,,,,,,
Broadcom,Eshawara Park 1,388,,,,B-698,13.1078361,77.574045,,,,,,,,
Broadcom,Eshawara Park 1,388,,,,B-699,13.1078805,77.5741046,,,,,,,,
Broadcom,Eshawara Park 1,388,,,,B-700,13.1078366,77.5741429,,,,,,,,
Ujjivan Bank,Santa Sevalal Maharaj Park,218,,,,U-7,13.1068783,77.5727035,,,,,,,,
Ujjivan Bank,Santa Sevalal Maharaj Park,218,,,,U-6,13.1068681,77.5726419,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-426,13.1058368,77.5713422,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-427,13.1058495,77.5713602,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-425,13.1058147,77.5712881,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,,13.1057833,77.571212,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,,13.1058944,77.5712553,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-428,13.1055606,77.5710742,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-420,13.105888,77.5705834,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-419,13.1059212,77.570597,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-421,13.1058304,77.57078,,,,,,,,
Broadcom,Madiwala Machayya Park,169,,,,BC-422,13.1058848,77.570827,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-740,13.1038257,77.5738277,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-741,13.1037939,77.573862,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-742,13.1035711,77.5740471,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-744,13.1035554,77.5739495,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-743,13.103528,77.5739492,,,,,,,,
Broadcom,Rashtrakavi kuvempu Park,145,,,,BC-745,13.1037889,77.5739999,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-7,13.1027815,77.5745156,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-8,13.1029592,77.5744512,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-9,13.1029901,77.5745129,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-1,13.103102,77.574512,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-2,13.1032573,77.5743897,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-3,13.1031341,77.5747618,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-4,13.1031239,77.5747733,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-5,13.1029468,77.5748367,,,,,,,,
Morgan Stanley,Panchakshari Gawai Park,178,,,,MS-6,13.1029266,77.5748545,,,,,,,,
PWC,Krishnadevaraya Park,195,,,,PWC-78,13.1051273,77.5749656,,,,,,,,
PWC,Krishnadevaraya Park,195,,,,PWC-79,13.1052221,77.5748357,,,,,,,,
PWC,Krishnadevaraya Park,195,,,,PWC-80,13.1052042,77.5748292,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-59,13.1045956,77.5754854,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-64,13.1048069,77.5752535,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-63,13.1049622,77.5752583,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-62,13.1050035,77.5753269,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-61,13.1050058,77.5753894,,,,,,,,
PWC,Ganesha Temple Park,190,,,,PWC-60,13.104647,77.5757159,,,,,,,,
PWC,Sangolli Rayanna Park,200,,,,PWC-87,13.1048649,77.5765177,,,,,,,,
PWC,Sangolli Rayanna Park,200,,,,PWC-88,13.1048321,77.5764968,,,,,,,,
PWC,Sangolli Rayanna Park,200,,,,PWC-85,13.1048811,77.5766065,,,,,,,,
PWC,Sangolli Rayanna Park,200,,,,PWC-86,13.1048776,77.5765495,,,,,,,,
Deloitte India,Arundati park ,275,,,,D-116,12.9878307,77.5677767,,,,,,,,
Deloitte India,Arundati park ,275,,,,D-117,12.987751,77.5673602,,,,,,,,
PWC,Subhash Chandra Bose Park,192,,,,PWC-70,13.1040009,77.5761024,,,,,,,,
PWC,Subhash Chandra Bose Park,192,,,,PWC-71,13.104029,77.5761759,,,,,,,,
PWC,Subhash Chandra Bose Park,192,,,,PWC-72,13.1038875,77.5761589,,,,,,,,
PWC,Subhash Chandra Bose Park,192,,,,PWC-73,13.1039018,77.5761678,,,,,,,,
Deloitte India,W H Gopal park part 1,286,,,,D-167,12.99397,77.570775,,,,,,,,
Deloitte India,W H Gopal park part 1,286,,,,D-166,12.9935078,77.5708436,,,,,,,,
Deloitte India,W H Gopal park part 2,287,,,,D-168,12.9947652,77.5707426,,,,,,,,
Deloitte India,Bhashyam Park,274,,,,,12.9919273,77.572147,,,,,,,,
Deloitte India,Bhashyam Park,274,,,,,12.9919246,77.5722118,,,,,,,,
Deloitte India,Bhashyam Park ,274,,,,,12.991895,77.572165,,,,,,,,
Deloitte India,Bhashyam Park ,274,,,,D-115,12.99183,77.5721449,,,,,,,,
Deloitte India,Elephant park,278,,,,D-154,13.0000235,77.5704136,,,,,,,,
Deloitte India,Elephant park ,278,,,,D-153,13.00004,77.5704532,,,,,,,,
Deloitte India,Elephant park ,278,,,,D-155,12.9999951,77.5705329,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0028739,77.5676225,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0029031,77.5676301,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0029704,77.567647,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0030503,77.5676904,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,B-736,13.002854,77.5674556,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,B-750,13.0029035,77.5681838,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0031663,77.5677115,,,,,,,,
Morgan Stanley,SHVNM Govt College (Malleshwaram),355,,,,,13.0028567,77.5675972,,,,,,,,
Broadcom,SHVNM Govt school,400,,,,B-751,13.002767,77.5671774,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,B-752,13.0027449,77.5670132,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,B-753,13.0029077,77.5670497,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,,13.0031397,77.5679903,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,,13.0031709,77.5679709,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,,13.0031511,77.5679517,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,,13.0031627,77.5678992,,,,,,,,
Broadcom,SHVNM Govt school ,400,,,,,13.0025978,77.5681222,,,,,,,,
Deloitte India,Swimming pool extension park,283,,,,D-150,12.9990432,77.5743051,,,,,,,,
Deloitte India,Swimming pool extension park ,283,,,,D-151,12.9990528,77.5742887,,,,,,,,
Deloitte India,BBMP Gym park,285,,,,D-146,13.000765,77.5762718,,,,,,,,
Deloitte India,BBMP Gym park,285,,,,D-144,13.0006649,77.5762667,,,,,,,,
Deloitte India,BBMP Gym park ,285,,,,D-143,13.0008023,77.5761342,,,,,,,,
Deloitte India,BBMP Gym park ,285,,,,,13.0008104,77.5761581,,,,,,,,
Deloitte India,BBMP Gym park ,285,,,,D-60,13.0006784,77.5761425,,,,,,,,
Deloitte India,Ramdev Park,281,,,,D-140,13.0025273,77.5766988,,,,,,,,
Deloitte India,Ramdev Park ,281,,,,D-142,13.002477,77.5768082,,,,,,,,
Deloitte India,Ramdev Park ,281,,,,D-141,13.0022838,77.5767572,,,,,,,,
Deloitte India,Shivanagar Park,255,,,,D-26,12.9925888,77.5504142,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,D-29,12.9929541,77.549856,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,,12.9931484,77.5498832,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,D-27,12.9933248,77.5498713,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,D-23,12.9933549,77.5500734,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,D-24,12.9933765,77.5503863,,,,,,,,
Deloitte India,Shivanagar Park ,255,,,,D-25,12.9931919,77.5504414,,,,,,,,
Broadcom,Bendre Park,390,,,,B-710,13.0965595,77.5778235,,,,,,,,
Broadcom,Bendre Park,390,,,,B-711,13.0966856,77.5777709,,,,,,,,
Broadcom,Savitha Park,391,,,,,13.0963767,77.5769861,,,,,,,,
